"Date Time","Open","High","Low","Close","Change","Volume","Open Interest","MACD","MACD-Signal","MACD-Histogram"
2011-01-03,1420.4,1424.4,1352.7,1368.9,-52.5,206880,585512,65.28461538461556,66.46716524216544,-1.1825498575498727
2011-01-10,1369.8,1392.9,1354.6,1360.5,-8.400000000000091,204617,589241,61.607692307692105,67.1478632478634,-5.5401709401712935
2011-01-17,1361.2,1378.9,1337,1341,-19.5,217113,582044,54.33205128205145,66.71388888888902,-12.381837606837564
2011-01-24,1343,1352.4,1309.1,1341.7,0.7000000000000455,322157,492821,43.59615384615404,64.67692307692317,-21.080769230769135
2011-01-31,1338.8,1361,1323.6,1349,7.2999999999999545,166678,464628,36.69423076923067,61.19992877492882,-24.50569800569815
2011-02-07,1348.1,1369.7,1344.1,1360.4,11.400000000000091,124231,464434,31.838461538461388,56.85007122507123,-25.011609686609845
2011-02-14,1358.2,1392.6,1354.4,1388.6,28.199999999999818,118498,477443,27.71730769230726,51.8080484330484,-24.09074074074114
2011-02-21,1390.1,1418.8,1390.1,1409.3,20.700000000000045,188654,505677,21.383333333333212,46.0128917378917,-24.629558404558487
2011-02-28,1411.2,1441,1405.2,1428.6,19.299999999999955,177753,515396,18.19807692307677,40.07243589743583,-21.874358974359062
2011-03-07,1435,1445.7,1403,1421.8,-6.7999999999999545,187931,517261,15.005769230769147,34.485897435897336,-19.48012820512819
2011-03-14,1421.9,1433.5,1380.7,1416.1,-5.7000000000000455,171637,503829,12.641666666666424,29.045227920227816,-16.403561253561392
2011-03-21,1424.2,1448.6,1419.5,1426.2,10.100000000000136,201670,504736,8.114743589743284,23.909971509971356,-15.795227920228072
2011-03-28,1430,1441,1411.5,1428.9,2.7000000000000455,223673,492089,8.841666666666924,20.048361823361674,-11.20669515669475
2011-04-04,1430,1476.4,1429.1,1474.1,45.19999999999982,134553,507543,13.354487179487478,17.455056980056877,-4.100569800569399
2011-04-11,1476.3,1489.1,1445,1486,11.900000000000091,161654,522206,21.053205128205263,16.256695156695084,4.796509971510179
2011-04-18,1488,1509.6,1477.8,1503.8,17.799999999999955,162878,536538,27.688461538461297,16.253490028489978,11.43497150997132
2011-04-25,1510.7,1569.8,1492,1556.4,52.600000000000136,167591,532472,37.32564102564106,18.024857549857515,19.300783475783547
2011-05-02,1566.8,1577.4,1462.5,1491.6,-64.80000000000018,273379,520090,44.6474358974358,20.963675213675188,23.68376068376061
2011-05-09,1496.6,1526.8,1477.6,1493.6,2,203975,512320,48.470512820512795,24.681980056980038,23.788532763532757
2011-05-16,1494.6,1515.8,1471.1,1508.9,15.300000000000182,193110,512947,50.74743589743616,28.915954415954452,21.83148148148171
2011-05-23,1512.8,1539.5,1503.7,1537.3,28.399999999999864,295355,512088,53.15192307692314,33.920085470085546,19.231837606837594
2011-05-30,1538.1,1551.6,1520.4,1542.4,5.100000000000136,152994,505840,57.96346153846139,39.37806267806271,18.585398860398676
2011-06-06,1544.5,1555,1526.7,1529.2,-13.200000000000045,120022,503659,,,
2011-06-13,1530.7,1543,1511.4,1539.1,9.899999999999864,134235,502503,,,
2011-06-20,1541.3,1559.3,1498.5,1500.9,-38.19999999999982,159839,514081,,,
2011-06-27,1500.9,1514.8,1478.3,1482.6,-18.300000000000182,135406,495495,64.82051282051293,,
2011-07-04,1486.8,1546,1486.2,1541.6,59,162512,496222,62.81153846153825,,
2011-07-11,1545,1594.9,1541.1,1590.1,48.5,194264,524995,61.17243589743589,,
2011-07-18,1594.3,1610.7,1581.1,1601.5,11.400000000000091,207213,541041,54.91153846153884,,
2011-07-25,1607.9,1637.5,1603.8,1631.2,29.700000000000045,293272,526516,55.41025641025681,,
2011-08-01,1622.2,1684.9,1608.2,1651.8,20.59999999999991,242468,523599,56.94743589743575,,
2011-08-08,1681.7,1817.6,1681.7,1742.6,90.79999999999995,337470,515988,61.7224358974363,,
2011-08-15,1747.1,1881.4,1730.8,1852.2,109.60000000000014,210528,516401,70.13333333333367,,
2011-08-22,1862.9,1917.9,1705.4,1797.3,-54.90000000000009,376585,519901,76.45192307692332,62.709045584045754,13.742877492877568
2011-08-29,1840,1887.4,1778.1,1876.9,79.60000000000014,182651,506339,88.18461538461565,65.30505698005716,22.879558404558495
2011-09-05,1879.9,1923.7,1793.8,1859.5,-17.40000000000009,326816,518195,98.05000000000064,69.22044159544187,28.829558404558767
2011-09-12,1862.2,1865.2,1765.4,1814.7,-44.799999999999955,219065,508698,108.86923076923108,74.52008547008579,34.34914529914529
2011-09-19,1820,1832.9,1631.7,1639.8,-174.9000000000001,256046,494494,113.75384615384587,81.05811965811989,32.69572649572598
2011-09-26,1660,1679.2,1535,1622.3,-17.5,255137,457229,113.04038461538448,87.46146723646741,25.57891737891707
2011-10-03,1625.1,1681.5,1596.6,1635.8,13.5,157893,435495,110.62948717948711,93.4261396011398,17.20334757834732
2011-10-10,1640.5,1693.9,1639.9,1683,47.200000000000045,112015,437962,109.84423076923053,98.77300569800582,11.071225071224717
2011-10-17,1683.8,1696.8,1604.7,1636.1,-46.90000000000009,155735,437884,105.164102564102,102.66531339031341,2.4987891737885803
2011-10-24,1643,1754,1636.6,1747.2,111.10000000000014,153837,442170,105.77564102564065,105.92350427350422,-0.14786324786356886
2011-10-31,1743.1,1769.5,1681.2,1756.1,8.899999999999864,149167,447114,96.72756410256397,106.8727207977207,-10.145156695156729
2011-11-07,1755.2,1804.4,1736.6,1788.1,32,173706,463368,80.05897435897418,104.87371794871777,-24.814743589743586
2011-11-14,1789.4,1797.6,1711,1725.1,-63,179594,466648,65.72692307692319,100.080128205128,-34.35320512820482
2011-11-21,1725.1,1727.4,1667.1,1685.7,-39.399999999999864,233889,449643,44.085897435898005,92.33924501424491,-48.253347578346904
2011-11-28,1687.3,1767.1,1686.7,1751.3,65.59999999999991,206684,425413,27.034615384615563,82.78304843304835,-55.74843304843279
2011-12-05,1751,1760.5,1704.9,1716.8,-34.5,137447,422747,11.660897435897596,71.78653846153841,-60.12564102564082
2011-12-12,1716.8,1718.6,1562.5,1597.9,-118.89999999999986,204974,429554,5.907692307692514,60.238034188034185,-54.33034188034167
2011-12-19,1603.5,1643.7,1585.5,1606,8.099999999999909,104264,423215,0.5070512820516342,48.60947293447303,-48.1024216524214
2011-12-26,1609.2,1609.2,1523.9,1566.8,-39.200000000000045,105442,419775,-8.481410256410527,35.914245014245125,-44.39565527065565
2012-01-02,1571,1632.3,1566.8,1616.8,50,173133,420685,-16.890384615385074,23.290028490028565,-40.180413105413635
2012-01-09,1617.7,1662.9,1605.7,1630.8,14,189723,418034,-18.89743589743648,12.294871794871824,-31.192307692308304
2012-01-16,1635.8,1670.6,1631.9,1664,33.200000000000045,187640,437758,-28.234615384616063,1.8547008547007964,-30.089316239316858
2012-01-23,1665.2,1743,1649.2,1735.4,71.40000000000009,277376,432508,-33.96730769230794,-6.817877492877642,-27.1494301994303
2012-01-30,1739.6,1765.9,1718.8,1740.3,4.899999999999864,171843,429973,-41.35448717948748,-14.416666666666869,-26.937820512820608
2012-02-06,1731,1755.5,1706.4,1725.3,-15,168499,432689,-40.67243589743657,-20.231481481481776,-20.440954415954796
2012-02-13,1727.4,1739.2,1706.7,1725.9,0.6000000000001364,148735,435317,-32.464743589743875,-24.49508547008582,-7.969658119658057
2012-02-20,1728.4,1789.5,1727,1776.4,50.5,185893,465188,-29.5692307692309,-27.83689458689499,-1.73233618233591
2012-02-27,1776.8,1792.7,1688.4,1709.8,-66.60000000000014,221653,462816,-23.725641025641835,-29.53069800569847,5.805056980056634
2012-03-05,1712.4,1718,1663.4,1711.5,1.7000000000000455,212620,442502,-8.56666666666706,-28.605840455840912,20.03917378917385
2012-03-12,1715,1717.4,1634.7,1655.8,-55.700000000000045,238617,440060,1.694871794870778,-26.317806267806773,28.01267806267755
2012-03-19,1659,1670.1,1627.5,1662.4,6.600000000000136,179608,432778,8.792307692307077,-22.2037037037042,30.996011396011276
2012-03-26,1662.2,1696.9,1646.7,1671.9,9.5,256699,414579,11.476282051281942,-17.154415954416436,28.630698005698378
2012-04-02,1671.5,1685.4,1613,1630.1,-41.80000000000018,161663,405799,11.63717948717931,-11.266452991453459,22.90363247863277
2012-04-09,1641,1681.3,1632.5,1660.2,30.100000000000136,143727,402025,12.197435897435298,-5.392022792023251,17.58945868945855
2012-04-16,1658.7,1659.6,1631.2,1642.8,-17.40000000000009,131248,400105,4.223076923076633,-1.3155982905987509,5.538675213675384
2012-04-23,1642.8,1668.4,1623.6,1664.8,22,136598,402589,1.1006410256404706,2.0921652421647345,-0.9915242165242639
2012-04-30,1663,1672.3,1626.8,1645.2,-19.59999999999991,148307,411160,-1.308974358974183,4.582905982905585,-5.891880341879768
2012-05-07,1641.6,1644,1572,1584,-61.200000000000045,187585,418176,-5.283974358974092,4.947649572649248,-10.23162393162334
2012-05-14,1585.5,1597.5,1526.7,1591.9,7.900000000000091,225932,425199,-15.535897435897368,3.033119658119454,-18.56901709401682
2012-05-21,1590.2,1599,1532.8,1568.9,-23,237217,437353,-22.785256410256352,-0.47549857549870467,-22.309757834757647
2012-05-28,1573.6,1632,1532.1,1622.1,53.19999999999982,344204,422526,-25.266025641025408,-4.557977207977299,-20.70804843304811
2012-06-04,1626.8,1642.4,1556.4,1591.4,-30.699999999999818,175358,421078,-25.8096153846152,-8.718732193732244,-17.090883190882955
2012-06-11,1602.8,1635.4,1582.7,1628.1,36.69999999999982,143202,416301,-29.82948717948716,-13.388390313390296,-16.441096866096863
2012-06-18,1630,1634.3,1558.6,1566.9,-61.19999999999982,166952,416419,-37.075641025640834,-17.97713675213668,-19.098504273504155
2012-06-25,1572.6,1607.8,1547.6,1604.2,37.299999999999955,144722,415071,-40.67243589743566,-22.618589743589585,-18.053846153846077
2012-07-02,1599.6,1625.7,1576.4,1578.9,-25.299999999999955,149790,422529,-45.98974358974351,-27.58311965811951,-18.406623931624
2012-07-09,1582.4,1602,1554.4,1592,13.099999999999909,164533,432068,-48.73076923076928,-32.4105413105412,-16.320227920228085
2012-07-16,1591.5,1598.8,1567.2,1582.8,-9.200000000000045,146068,429848,-52.44102564102582,-36.51111111111103,-15.92991452991479
