"Date Time","Open","High","Low","Close","Change","Volume","Open Interest","MACD","MACD-Signal","MACD-Histogram"
1987-11-30,496.5,497,480,482.9,0,53055,153446,,,
1987-12-07,481.8,498,480.2,497.1,14.200000000000045,34880,154156,,,
1987-12-14,501,502.3,475,479.8,-17.30000000000001,50798,157882,,,
1987-12-21,485,490.1,478.9,489.6,9.800000000000011,13616,152368,,,
1987-12-28,492.9,494.7,484.6,488.9,-0.7000000000000455,17571,151435,,,
1988-01-04,484,487.4,476.6,485.5,-3.3999999999999773,36342,149235,,,
1988-01-11,486.4,488.5,474,474.5,-11,34385,147144,,,
1988-01-18,476.5,479,475,477.8,3.3000000000000114,32954,144981,,,
1988-01-25,476.5,476.9,450,454.2,-23.600000000000023,59320,146908,,,
1988-02-01,454.8,457.5,436.5,439.4,-14.800000000000011,49786,153122,,,
1988-02-08,442.5,446,437,445.3,5.900000000000034,37929,152251,,,
1988-02-15,444.5,449.4,442.9,448,2.6999999999999886,23472,149491,,,
1988-02-22,447,449.7,429.3,431.1,-16.899999999999977,38614,154545,,,
1988-02-29,427,440.5,425.1,438.8,7.699999999999989,48408,158477,,,
1988-03-07,436.5,445.5,436.2,442.6,3.8000000000000114,36687,160410,,,
1988-03-14,442.8,449.2,441.7,445.2,2.599999999999966,33841,160609,,,
1988-03-21,446.5,457.4,446.4,453.3,8.100000000000023,44429,157802,,,
1988-03-28,454.5,460,452.9,454.4,1.099999999999966,50320,152721,,,
1988-04-04,457.3,460,446,451.6,-2.7999999999999545,33157,148956,,,
1988-04-11,449,459,446.8,455.9,4.2999999999999545,33941,155952,,,
1988-04-18,462,465,451.1,452.4,-3.5,31938,159473,,,
1988-04-25,452.5,455,448.2,452.6,0.20000000000004547,28503,154772,,,
1988-05-02,449.5,449.5,443.6,445.3,-7.300000000000011,31261,156458,,,
1988-05-09,445.8,454.8,445.5,453.7,8.399999999999977,34901,156768,,,
1988-05-16,455.7,462.3,453.6,458.7,5,46340,150205,,,
1988-05-23,461.5,463,450.2,450.8,-7.899999999999977,54413,151828,-8.21730769230777,,
1988-05-30,453.5,469.5,453,464.8,14,48635,145850,-5.671153846153743,,
1988-06-06,464.4,465.8,448,449.1,-15.699999999999989,43651,150387,-3.500000000000057,,
1988-06-13,450.3,455.8,447,454.5,5.399999999999977,38138,141972,-2.426923076923117,,
1988-06-20,454,454.2,443.5,446,-8.5,38977,142774,-1.4499999999999886,,
1988-06-27,445.3,447.7,432.5,439.6,-6.399999999999977,41370,149789,-0.5538461538461092,,
1988-07-04,439.5,443.7,437.6,441,1.3999999999999773,29030,150856,-0.08397435897438754,,
1988-07-11,441.3,443.7,434.2,441.3,0.30000000000001137,40080,151335,0.26794871794885466,,
1988-07-18,436.5,449,435.1,442.9,1.599999999999966,46622,144722,0.8019230769230603,-2.3148148148148064,3.1167378917378668
1988-07-25,441.8,442,424,436.1,-6.7999999999999545,60859,144423,0.7314102564102427,-1.320512820512805,2.051923076923048
1988-08-01,436.8,437.2,431,432.3,-3.8000000000000114,23550,139472,-0.778846153846132,-0.7769230769230704,-0.0019230769230615952
1988-08-08,432,435.1,422,431.3,-1,30294,141876,-2.523717948717888,-0.6684472934472738,-1.855270655270614
1988-08-15,430.7,435.5,428.5,431.7,0.39999999999997726,22181,139754,-3.488461538461536,-0.786396011395987,-2.7020655270655487
1988-08-22,430.7,441,430.7,435.6,3.900000000000034,26759,139202,-6.094871794871722,-1.3024928774928464,-4.792378917378875
1988-08-29,435.5,436.3,427.5,431.8,-3.8000000000000114,24897,141990,-7.267307692307554,-2.0484330484330067,-5.218874643874548
1988-09-05,431.3,432.4,422,423.1,-8.699999999999989,30141,144923,-9.133974358974342,-3.0539886039885573,-6.079985754985785
1988-09-12,420,425,410,412.9,-10.200000000000045,41738,155056,-10.64999999999992,-4.267094017093977,-6.382905982905943
1988-09-19,409,411.9,394,394.8,-18.099999999999966,45732,158352,-12.133333333333269,-5.70434472934468,-6.428988603988589
1988-09-26,393.5,399.5,391.8,394.4,-0.4000000000000341,36401,158728,-13.708974358974388,-7.308831908831861,-6.400142450142527
1988-10-03,394.7,404.5,393.3,403.2,8.800000000000011,35602,159116,-15.022435897436026,-8.89145299145296,-6.130982905983066
1988-10-10,408,410.4,404.4,409.1,5.900000000000034,37638,158260,-16.039102564102564,-10.393162393162369,-5.645940170940195
1988-10-17,414.3,415.1,410.3,411.5,2.3999999999999773,30947,162531,-16.516025641025635,-11.840669515669491,-4.675356125356144
1988-10-24,408.5,419,407.1,414.9,3.3999999999999773,30065,163908,-16.516025641025635,-12.998575498575482,-3.517450142450153
1988-10-31,415.1,427.2,412.6,423.5,8.600000000000023,41321,158186,-16.32756410256411,-14.005270655270655,-2.3222934472934558
1988-11-07,423,425.5,419.5,423.1,-0.39999999999997726,34378,153819,-15.86730769230769,-14.753418803418803,-1.1138888888888872
1988-11-14,421.6,428.9,416.8,418.1,-5,47510,151754,-15.764102564102643,-15.32165242165244,-0.44245014245020364
1988-11-21,417.8,421.1,416,420.1,2,38269,153531,-15.558333333333394,-15.70220797720801,0.14387464387461613
1988-11-28,424.5,433.5,420.7,431.7,11.599999999999966,56789,148245,-13.568589743589826,-15.686609686609724,2.118019943019899
1988-12-05,431.3,432,419,422.9,-8.800000000000011,35934,141720,-11.727564102564315,-15.320512820512867,3.592948717948552
1988-12-12,421.5,422,412,414,-8.899999999999977,35881,144099,-8.569871794871972,-14.490598290598358,5.920726495726386
1988-12-19,414,422,412.8,421.6,7.600000000000023,17909,145382,-5.364743589743682,-13.25156695156703,7.886823361823348
1988-12-26,421.9,422.5,409.5,412.3,-9.300000000000011,22543,148961,-3.556410256410288,-11.811609686609769,8.25519943019948
1989-01-02,416.1,416.3,406.4,408.1,-4.199999999999989,41527,156663,-2.3743589743589837,-10.261253561253644,7.886894586894661
1989-01-09,404.5,408.8,402.3,403.5,-4.600000000000023,35373,161154,-1.587179487179469,-8.674572649572731,7.087393162393262
1989-01-16,402.8,409.5,401.5,409.3,5.800000000000011,35901,162400,-0.7615384615383505,-7.007621082621142,6.246082621082792
1989-01-23,409,411.2,394.5,396.1,-13.199999999999989,54315,164679,-1.50641025641022,-5.446296296296345,3.939886039886125
1989-01-30,394.5,396.2,388.8,393.1,-3,47590,167910,-2.4987179487178537,-4.216310541310571,1.717592592592717
1989-02-06,392.5,398,388.2,388.8,-4.300000000000011,41126,166211,-3.305769230769215,-3.2805555555555594,-0.025213675213655584
1989-02-13,387.6,387.6,380,380.8,-8,46542,167656,-4.623076923076837,-2.8420227920227665,-1.7810541310540708
1989-02-20,387.3,396.2,386.2,392.6,11.800000000000011,39242,165326,-6.227564102564088,-2.9378917378917007,-3.2896723646723873
1989-02-27,394.6,395.2,385.8,389.3,-3.3000000000000114,27430,166671,-7.392948717948627,-3.3641737891737384,-4.028774928774888
1989-03-06,391.3,400.2,388.2,396.5,7.199999999999989,51040,171043,-7.828205128205127,-3.970156695156643,-3.858048433048484
1989-03-13,395.2,400,389.8,395,-1.5,42075,166832,-9.356410256410186,-4.8334045584045,-4.523005698005686
1989-03-20,397.5,399,391.7,393.4,-1.6000000000000227,37719,165247,-10.877564102564065,-5.9574074074073575,-4.920156695156708
1989-03-27,392.5,392.5,381.5,385.1,-8.299999999999955,58652,166178,-12.436538461538476,-7.171866096866053,-5.264672364672423
1989-04-03,386,387.7,381.5,383.4,-1.7000000000000455,31091,160738,-13.35000000000008,-8.377564102564078,-4.972435897436002
1989-04-10,381,393,381,386,2.6000000000000227,38278,159259,-14.403205128205173,-9.610612535612518,-4.792592592592655
1989-04-17,386,389.6,383,388.2,2.1999999999999886,29092,159737,-14.165384615384767,-10.670868945868953,-3.4945156695158133
1989-04-24,387.7,391.7,379.6,380.5,-7.699999999999989,38013,161126,-13.892307692307838,-11.522507122507148,-2.36980056980069
1989-05-01,377.8,382.9,377,379.3,-1.1999999999999886,28490,174228,-12.983974358974478,-12.143732193732243,-0.8402421652422358
1989-05-08,379.5,383,376.5,378.9,-0.4000000000000341,44168,183871,-11.442307692307793,-12.545299145299206,1.1029914529914127
1989-05-15,376.5,377.4,366.3,366.6,-12.299999999999955,40053,185990,-11.628205128205195,-12.797720797720874,1.169515669515679
1989-05-22,362,369.7,362,365.9,-0.7000000000000455,47038,179686,-11.493589743589723,-12.86616809116817,1.3725783475784468
1989-05-29,364.2,369.2,362.1,368.6,2.7000000000000455,43336,177220,-11.391666666666595,-12.750071225071293,1.3584045584046986
1989-06-05,368.8,381,356.5,358.1,-10.5,62788,170216,-11.974358974358893,-12.597222222222273,0.6228632478633802
1989-06-12,359.5,369.5,359,365.1,7,37999,165581,-12.451923076923038,-12.380413105413147,-0.07150997150989014
1989-06-19,366,384.8,365.9,381.8,16.69999999999999,35477,158716,-11.196153846153834,-12.0504985754986,0.8543447293447652
1989-06-26,380.5,383,373.1,377.3,-4.5,36093,157516,-10.358333333333292,-11.65783475783476,1.299501424501468
